canonical_id,canonical_name,wiki_status,subst_dedup,n_appearances,appearances_collapsed,span_days_dedup,n_dates_dedup,first_date,last_date,npr_share,n_programs,total_guest_words,n_variants,merge_rules,merge_evidence,top_raw_label,n_affiliations,affiliations,summary_staff,note,transcripts
C02040,Ron Christie,has-page,23,70,11,3929,23,2006-10-26,2017-07-29,0.3571,11,17653,1,,,"Mr. RON CHRISTIE (Vice President, D.C. Navigators)",31,VICE PRESIDENT D C NAVIGATORS / VICE PRESIDENT DC NAVIGATORS / REPUBLICAN STRATEGIST / VICE PRESIDENT D C NAVIGATORS FORMER SPECIAL ASSISTANT TO PRESIDENT GEORGE W BUSH,no,11 re-airings collapsed,CNN-101395|2006-01-04|LOU DOBBS TONIGHT|cl1|-;CNN-101792|2006-01-17|LIVE FROM...|cl2|-;NPR-3440|2006-10-26|News & Notes|cl59|S;NPR-3297|2006-11-08|News & Notes|cl57|S;NPR-3154|2006-11-22|News & Notes|cl56|S;NPR-3044|2006-11-30|News & Notes|cl54|-;NPR-2739|2007-01-02|News & Notes|cl53|S;NPR-2565|2007-01-18|News & Notes|cl52|S;NPR-2533|2007-01-24|News & Notes|cl51|S;NPR-2394|2007-02-07|News & Notes|cl49|S;NPR-2403|2007-02-08|News & Notes|cl50|S;NPR-2303|2007-02-14|News & Notes|cl48|S;NPR-2212|2007-02-22|News & Notes|cl47|S;NPR-2160|2007-03-01|News & Notes|cl46|S;NPR-2100|2007-03-08|News & Notes|cl45|S;NPR-2015|2007-03-15|News & Notes|cl43|S;NPR-1899|2007-03-29|News & Notes|cl41|S;NPR-1813|2007-04-19|News & Notes|cl40|S;NPR-1542|2007-06-20|News & Notes|cl38|S;NPR-1389|2007-07-04|News & Notes|cl37|S;NPR-1078|2007-08-13|News & Notes|cl35|S;NPR-31|2007-11-22|News & Notes|cl55|-;NPR-12923|2007-12-26|News & Notes|cl36|S;CNN-132230|2008-11-08|CNN NEWSROOM|cl3|-;CNN-134437|2009-01-27|AMERICAN MORNING|cl4|-;CNN-135095|2009-02-16|THE SITUATION ROOM|cl5|-;CNN-135148|2009-02-18|ANDERSON COOPER 360 DEGREES|cl6|-;CNN-135176|2009-02-19|AMERICAN MORNING|cl7|-;CNN-135372|2009-02-25|CNN NEWSROOM|cl8|-;CNN-135468|2009-02-28|CNN NEWSROOM|cl9|-;CNN-136555|2009-03-31|THE SITUATION ROOM|cl10|-;CNN-137020|2009-04-13|THE SITUATION ROOM|cl11|-;CNN-140163|2009-07-07|AMERICAN MORNING|cl12|-;CNN-148686|2010-03-05|THE SITUATION ROOM|cl13|-;CNN-148692|2010-03-05|THE SITUATION ROOM|cl13|-;NPR-33196|2011-05-13|All Things Considered|cl58|S;CNN-173896|2011-10-12|AMERICAN MORNING|cl14|-;CNN-177991|2011-12-20|CNN NEWSROOM|cl15|-;CNN-201136|2013-02-13|CNN NEWSROOM|cl16|-;CNN-201450|2013-02-18|CNN NEWSROOM|cl17|-;CNN-203076|2013-03-15|CNN NEWSROOM|cl18|-;CNN-204275|2013-04-03|CNN NEWSROOM|cl19|-;CNN-204890|2013-04-12|CNN NEWSROOM|cl16|-;CNN-226021|2014-03-04|CNN NEWSROOM|cl20|-;CNN-229163|2014-04-25|CNN NEWSROOM|cl21|-;CNN-236175|2014-08-07|CNN NEWSROOM|cl16|-;CNN-237171|2014-08-22|CNN NEWSROOM|cl18|-;CNN-242436|2014-11-04|CNN NEWSROOM|cl18|-;CNN-242931|2014-11-11|CNN NEWSROOM|cl22|-;CNN-243124|2014-11-13|CNN NEWSROOM|cl18|-;CNN-243574|2014-11-19|CNN NEWSROOM|cl23|-;CNN-243972|2014-11-25|CNN NEWSROOM|cl24|-;CNN-254657|2015-05-06|CNN NEWSROOM|cl25|-;CNN-256347|2015-06-01|CNN NEWSROOM|cl16|-;CNN-256865|2015-06-08|CNN NEWSROOM|cl16|-;CNN-258476|2015-06-30|CNN NEWSROOM|cl26|-;CNN-258914|2015-07-06|CNN NEWSROOM|cl27|-;CNN-261243|2015-08-04|CNN NEWSROOM|cl18|-;CNN-261505|2015-08-07|AT THIS HOUR WITH BERMAN AND MICHAELA|cl28|-;CNN-263456|2015-09-01|CNN NEWSROOM|cl29|-;CNN-264514|2015-09-14|CNN NEWSROOM|cl30|-;CNN-264527|2015-09-14|CNN NEWSROOM|cl31|-;CNN-266992|2015-10-19|AT THIS HOUR WITH BERMAN AND MICHAELA|cl32|-;CNN-281191|2016-04-11|LEGAL VIEW WITH ASHLEIGH BANFIELD|cl33|-;CNN-281296|2016-04-12|LEGAL VIEW WITH ASHLEIGH BANFIELD|cl15|-;CNN-290848|2016-08-08|THE LEAD WITH JAKE TAPPER|cl34|-;NPR-20742|2016-09-24|All Things Considered|cl44|S;CNN-297924|2016-11-10|CNN NEWSROOM|cl18|-;NPR-19870|2016-12-17|All Things Considered|cl42|S;NPR-16871|2017-07-29|All Things Considered|cl39|S
C01936,Randy Cohen,has-page,20,33,1,588,20,2005-05-01,2006-12-10,0.7879,5,10505,1,,,Mr. RANDY COHEN (The New York Times Magazine),14,THE NEW YORK TIMES MAGAZINE / ETHICIST / NEW YORK TIMES MAGAZINE / ETHICIST NEW YORK TIMES MAGAZINE,no,1 re-airings collapsed,CNN-53216|2002-04-26|CNN NEWSNIGHT AARON BROWN|cl5|-;NPR-5156|2005-05-01|All Things Considered|cl32|S;NPR-44275|2005-05-15|All Things Considered|cl31|S;NPR-43959|2005-07-24|All Things Considered|cl30|S;NPR-43808|2005-08-21|All Things Considered|cl29|S;CNN-98561|2005-10-12|CNN NEWSNIGHT AARON BROWN|cl6|-;CNN-98604|2005-10-13|CNN NEWSNIGHT AARON BROWN|cl6|-;NPR-43473|2005-10-23|All Things Considered|cl28|-;NPR-43408|2005-11-06|All Things Considered|cl27|S;NPR-43311|2005-11-20|All Things Considered|cl26|S;NPR-43246|2005-12-04|All Things Considered|cl25|S;NPR-43170|2005-12-18|All Things Considered|cl24|S;NPR-43131|2005-12-25|All Things Considered|cl23|-;NPR-43084|2006-01-01|All Things Considered|cl22|S;NPR-42977|2006-01-22|All Things Considered|cl21|S;NPR-42888|2006-02-05|All Things Considered|cl20|S;NPR-42755|2006-03-05|All Things Considered|cl19|S;CNN-103938|2006-03-16|ANDERSON COOPER 360 DEGREES|cl1|-;NPR-42487|2006-04-23|All Things Considered|cl18|S;NPR-42365|2006-05-21|All Things Considered|cl17|S;NPR-42287|2006-06-11|All Things Considered|cl16|-;NPR-42194|2006-07-02|All Things Considered|cl15|S;NPR-42106|2006-07-23|All Things Considered|cl14|-;NPR-41966|2006-08-20|All Things Considered|cl13|S;NPR-41909|2006-09-03|All Things Considered|cl12|S;NPR-41846|2006-09-24|All Things Considered|cl11|S;NPR-41732|2006-10-22|All Things Considered|cl10|S;NPR-41571|2006-12-10|All Things Considered|cl9|S;CNN-113640|2007-01-12|ANDERSON COOPER 360 DEGREES|cl2|-;NPR-41439|2007-01-20|All Things Considered|cl8|-;NPR-41204|2007-04-29|All Things Considered|cl7|-;CNN-154189|2010-08-10|JOY BEHAR SHOW|cl3|-;CNN-164111|2011-03-31|CNN NEWSROOM|cl4|-
C00899,Howard Markel,has-page,16,23,0,2166,16,2010-02-16,2016-01-22,0.6957,5,10901,1,,,HOWARD MARKEL,9,UNIVERSITY OF MICHIGAN / CENTER FOR THE HISTORY OF MEDICINE UNIVERSITY OF MICHIGAN / HISTORY OF MEDICINE UNIVERSITY OF MICHIGAN / MEDICINE UNIVERSITY OF MICHIGAN,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-45584|2010-02-16|Talk of the Nation|cl21|S;NPR-44793|2010-05-21|Talk of the Nation|cl20|S;NPR-44496|2010-06-18|Talk of the Nation|cl19|S;NPR-5075|2010-07-09|Talk of the Nation|cl22|S;NPR-4301|2010-09-17|Talk of the Nation|cl18|S;NPR-3856|2010-10-22|Talk of the Nation|cl17|S;NPR-2950|2011-01-28|Talk of the Nation|cl16|S;NPR-2842|2011-02-11|Talk of the Nation|cl15|S;NPR-2577|2011-03-11|Talk of the Nation|cl14|S;NPR-2165|2011-04-22|Talk of the Nation|cl13|S;NPR-1872|2011-05-27|Talk of the Nation|cl11|S;CNN-169423|2011-07-22|CNN NEWSROOM|cl1|-;NPR-1472|2011-08-26|Talk of the Nation|cl10|S;NPR-1245|2011-09-30|Talk of the Nation|cl9|S;NPR-1095|2011-10-21|Talk of the Nation|cl8|S;NPR-601|2011-12-16|Talk of the Nation|cl23|S;NPR-20234|2016-01-22|Morning Edition|cl12|S;CNN-392215|2020-02-09|CNN NEWSROOM|cl2|-;CNN-394896|2020-03-10|CNN RIGHT NOW|cl3|-;CNN-397972|2020-04-19|CNN TONIGHT|cl4|-;CNN-398135|2020-04-21|CNN TONIGHT|cl5|-;CNN-398450|2020-04-25|CNN NEWSROOM|cl6|-;CNN-398723|2020-04-28|CNN TONIGHT|cl7|-
C01244,John Nagl,has-page,15,39,5,4141,15,2006-12-15,2018-04-17,0.5128,11,13594,1,,,JOHN NAGL,16,PRESIDENT CENTER FOR A NEW AMERICAN SECURITY / RETIRED LIEUTENANT COLONEL U S ARMY / AUTHOR LEARNING TO EAT SOUP WITH A KNIFE / U S ARMY RETIRED,no,5 re-airings collapsed,NPR-37363|2006-12-05|Morning Edition|cl24|-;NPR-46485|2006-12-15|Day to Day|cl28|S;CNN-120273|2007-09-29|LOU DOBBS THIS WEEK|cl1|-;CNN-130886|2008-09-23|AMERICAN MORNING|cl2|-;NPR-34298|2008-10-07|Morning Edition|cl22|-;CNN-133869|2009-01-06|CNN NEWSROOM|cl3|-;CNN-133880|2009-01-06|CNN NEWSROOM|cl4|-;CNN-135175|2009-02-18|THE SITUATION ROOM|cl5|-;CNN-135545|2009-03-02|THE SITUATION ROOM|cl6|-;CNN-136267|2009-03-23|THE SITUATION ROOM|cl7|-;CNN-136388|2009-03-27|AMERICAN MORNING|cl8|-;NPR-33124|2009-04-03|Morning Edition|cl20|-;NPR-36569|2009-07-22|All Things Considered|cl23|S;CNN-142454|2009-09-02|AMERICAN MORNING|cl9|-;CNN-143676|2009-10-05|THE SITUATION ROOM|cl10|-;CNN-143710|2009-10-06|THE SITUATION ROOM|cl11|-;CNN-143715|2009-10-07|AMERICAN MORNING|cl12|-;CNN-143718|2009-10-07|AMERICAN MORNING|cl13|-;NPR-6052|2009-10-12|Morning Edition|cl31|S;CNN-144022|2009-10-16|AMERICAN MORNING|cl14|-;CNN-144034|2009-10-16|CNN NEWSROOM|cl14|-;CNN-144037|2009-10-16|CNN NEWSROOM|cl14|-;CNN-144068|2009-10-17|CNN NEWSROOM|cl14|-;CNN-144069|2009-10-17|CNN NEWSROOM|cl14|-;CNN-144076|2009-10-17|CNN SATURDAY MORNING NEWS|cl14|-;NPR-45513|2010-03-08|Talk of the Nation|cl26|S;NPR-14094|2010-06-26|Weekend Edition Saturday|cl16|S;NPR-4624|2010-08-19|Talk of the Nation|cl27|S;NPR-3339|2010-12-09|Talk of the Nation|cl21|S;NPR-2754|2011-02-28|Talk of the Nation|cl18|S;NPR-526|2011-12-26|Talk of the Nation|cl30|S;NPR-31793|2012-04-18|All Things Considered|cl19|-;NPR-10145|2012-10-29|Talk of the Nation|cl15|S;NPR-9262|2013-03-18|Talk of the Nation|cl34|S;NPR-8132|2013-06-24|Talk of the Nation|cl33|S;NPR-23867|2014-07-15|Morning Edition|cl17|S;NPR-3764|2014-10-19|Weekend Edition Sunday|cl25|S;NPR-7262|2015-03-03|All Things Considered|cl32|-;NPR-47397|2018-04-17|All Things Considered|cl29|S
C00580,Dave Zirin,has-page,11,30,1,4591,11,2007-01-29,2019-08-25,0.3667,10,9464,1,,,DAVE ZIRIN,12,AUTHOR WHAT S MY NAME FOOL SPORTS AND RESISTANCE IN THE UNITED STATES / AUTHOR WELCOME TO THE TERRORDOME / SPORTS EDITOR THE NATION MAGAZINE / SPORTS EDITOR THE NATION,no,1 re-airings collapsed,NPR-16778|2007-01-29|Talk of the Nation|cl21|S;NPR-1625|2007-05-31|News & Notes|cl20|S;CNN-158905|2010-11-30|PARKER SPITZER|cl1|-;CNN-164076|2011-03-30|IN THE ARENA|cl2|-;NPR-32332|2011-12-11|All Things Considered|cl26|S;NPR-30888|2012-09-10|All Things Considered|cl25|S;CNN-199365|2013-01-15|CNN NEWSROOM|cl3|-;CNN-199516|2013-01-17|CNN NEWSROOM|cl4|-;CNN-199522|2013-01-17|CNN NEWSROOM|cl5|-;CNN-199589|2013-01-18|CNN NEWSROOM|cl6|-;CNN-199591|2013-01-18|CNN NEWSROOM|cl7|-;CNN-205863|2013-04-29|THE LEAD WITH JAKE TAPPER|cl8|-;NPR-29060|2013-06-09|All Things Considered|cl24|S;CNN-211905|2013-08-06|AROUND THE WORLD|cl9|-;CNN-229340|2014-04-28|CNN SPECIAL REPORTS|cl10|-;CNN-230451|2014-05-13|CNN SPECIAL REPORTS|cl11|-;NPR-6986|2014-06-15|All Things Considered|cl28|S;NPR-25621|2014-12-09|All Things Considered|cl23|S;NPR-24499|2015-05-02|All Things Considered|cl22|S;NPR-6223|2015-11-01|All Things Considered|cl27|S;CNN-310318|2017-04-19|CNN NEWSROOM|cl2|-;CNN-310321|2017-04-19|CNN NEWSROOM|cl12|-;CNN-319572|2017-08-22|CNN NEWSROOM|cl13|-;NPR-15792|2017-09-09|All Things Considered|cl19|S;CNN-321967|2017-09-24|CNN NEWSROOM|cl14|-;CNN-333131|2018-02-19|CNN NEWSROOM|cl15|-;CNN-341125|2018-05-26|CNN NEWSROOM|cl16|-;NPR-9068|2019-08-25|All Things Considered|cl29|S;CNN-402959|2020-06-17|CNN NEWSROOM|cl17|-;CNN-408159|2020-08-13|CNN'S AMANPOUR|cl18|-
C02070,Rovenia Brock,has-page,10,15,0,2772,10,2005-06-09,2013-01-10,0.8667,3,8649,1,,,Dr. ROVENIA BROCK (Nutritionist),7,NUTRITIONIST / NEWS & NOTES NUTRITIONIST AUTHOR DR RO S TEN SECRETS TO LIVING HEALTHY / NUTRITIONIST AUTHOR DR RO S TEN SECRETS TO LIVIN HEALTHY / NUTRITIONIST AUTHOR,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-47845|2005-06-09|News & Notes|cl13|S;NPR-5143|2006-05-31|News & Notes|cl14|S;NPR-4540|2006-07-26|News & Notes|cl12|-;NPR-4231|2006-08-16|News & Notes|cl11|-;NPR-3974|2006-09-13|News & Notes|cl10|S;NPR-3630|2006-10-13|News & Notes|cl8|S;NPR-3427|2006-11-01|News & Notes|cl7|S;NPR-3094|2006-11-29|News & Notes|cl6|S;NPR-2265|2007-02-22|News & Notes|cl5|S;NPR-2192|2007-02-28|News & Notes|cl4|S;NPR-1530|2007-06-21|News & Notes|cl3|S;NPR-38|2007-11-22|News & Notes|cl9|-;CNN-196048|2012-11-21|CNN NEWSROOM|cl1|-;CNN-197228|2012-12-10|CNN NEWSROOM|cl2|-;NPR-9797|2013-01-10|Talk of the Nation|cl15|S
C02011,Robert Malley,has-page,9,45,4,4161,9,2006-01-27,2017-06-19,0.4222,18,11467,1,,,ROBERT MALLEY,16,DIRECTOR INTERNATIONAL CRISIS GROUP / INTERNATIONAL CRISIS GROUP / MIDDLE EAST PROGRAM DIRECTOR INTERNATIONAL CRISIS GROUP / PROGRAM DIRECTOR FOR MIDDLE EAST AND NORTH AFRICA INTERNATIONAL CRISIS GROUP,no,4 re-airings collapsed,CNN-51828|2002-04-01|CNN NEWSNIGHT AARON BROWN|cl20|-;CNN-51830|2002-04-01|CNN WOLF BLITZER REPORTS|cl21|-;CNN-51858|2002-04-02|CNN LIVE AT DAYBREAK|cl21|-;CNN-79301|2003-11-17|Q&A;|cl22|-;NPR-43760|2005-08-30|All Things Considered|cl39|-;NPR-43200|2005-12-11|All Things Considered|cl38|-;NPR-39766|2005-12-28|Morning Edition|cl34|-;NPR-39534|2006-01-27|Morning Edition|cl33|S;CNN-102911|2006-02-15|THE SITUATION ROOM|cl1|-;CNN-102913|2006-02-15|THE SITUATION ROOM|cl1|-;CNN-102931|2006-02-16|INSIGHT|cl1|-;NPR-42849|2006-02-17|All Things Considered|cl37|S;NPR-42766|2006-02-28|All Things Considered|cl36|-;CNN-103429|2006-03-01|THE SITUATION ROOM|cl2|-;NPR-38790|2006-05-09|Morning Edition|cl32|-;CNN-108618|2006-07-25|ANDERSON COOPER 360 DEGREES|cl3|-;CNN-110002|2006-09-02|CNN SATURDAY MORNING NEWS|cl4|-;NPR-41791|2006-10-04|All Things Considered|cl35|-;CNN-112123|2006-11-17|THE SITUATION ROOM|cl5|-;CNN-112428|2006-11-28|THE SITUATION ROOM|cl6|-;NPR-37386|2006-11-29|Morning Edition|cl31|-;NPR-37324|2006-12-07|Morning Edition|cl30|S;CNN-113523|2007-01-08|THE SITUATION ROOM|cl7|-;NPR-18585|2007-02-17|Weekend Edition Saturday|cl24|-;CNN-118456|2007-07-20|THE SITUATION ROOM|cl8|-;NPR-35636|2010-04-18|All Things Considered|cl29|S;NPR-6209|2010-06-02|Morning Edition|cl40|-;CNN-160928|2011-01-17|THE SITUATION ROOM|cl9|-;NPR-2949|2011-01-25|Talk of the Nation|cl27|S;NPR-33909|2011-01-29|All Things Considered|cl28|S;CNN-161986|2011-02-12|CNN NEWSROOM|cl10|-;CNN-163618|2011-03-20|STATE OF THE UNION WITH CANDY CROWLEY|cl11|-;NPR-12675|2012-03-15|Talk of the Nation|cl23|S;NPR-27612|2012-08-03|Morning Edition|cl26|S;NPR-25977|2013-05-14|Morning Edition|cl25|-;CNN-277575|2016-02-25|WORLD RIGHT NOW WITH HALA GORANI|cl12|-;CNN-277589|2016-02-26|CNN NEWSROOM|cl13|-;NPR-6303|2017-06-19|All Things Considered|cl41|S;CNN-339538|2018-05-08|HALA GORANI TONIGHT|cl14|-;CNN-352048|2018-10-12|AT THIS HOUR|cl15|-;CNN-352559|2018-10-18|CNN NEWSROOM|cl15|-;CNN-366928|2019-04-11|HALA GORANI TONIGHT|cl16|-;CNN-373012|2019-06-22|CNN NEWSROOM|cl17|-;CNN-380478|2019-09-15|CONNECT THE WORLD|cl18|-;CNN-389594|2020-01-06|CNN NEWSROOM|cl19|-
C00031,Abderrahim Foukara,has-page,9,13,0,3124,9,2010-09-23,2019-04-13,0.7692,6,5569,1,,,ABDERRAHIM FOUKARA,3,WASHINGTON BUREAU CHIEF AL JAZEERA / AL JAZEERA / D C BUREAU CHIEF AL JAZEERA,no,"clean: no staff evidence, full name, no duplicate inflation",CNN-77911|2003-10-10|DIPLOMATIC LICENSE|cl3|-;NPR-4178|2010-09-23|Talk of the Nation|cl11|S;CNN-161502|2011-01-30|CNN RELIABLE SOURCES|cl1|-;CNN-163313|2011-03-13|FAREED ZAKARIA GPS|cl2|-;NPR-3957|2014-09-28|Weekend Edition Sunday|cl10|-;NPR-6070|2015-10-03|All Things Considered|cl12|S;NPR-23638|2015-11-14|All Things Considered|cl9|S;NPR-23492|2015-11-29|All Things Considered|cl8|S;NPR-21408|2016-07-16|All Things Considered|cl7|S;NPR-7535|2017-02-17|All Things Considered|cl13|S;NPR-18919|2017-04-08|All Things Considered|cl6|S;NPR-14731|2017-11-25|All Things Considered|cl5|S;NPR-10959|2019-04-13|All Things Considered|cl4|S
C00856,Guy Benson,has-page,9,12,0,721,9,2017-06-09,2019-05-31,0.75,4,4376,1,,,GUY BENSON,3,END OF DISCUSSION CO AUTHOR / CONTRIBUTOR FOX NEWS / FOX NEWS,no,"clean: no staff evidence, full name, no duplicate inflation",CNN-257559|2015-06-17|CNN TONIGHT|cl1|-;NPR-17945|2017-06-09|All Things Considered|cl8|S;NPR-15799|2017-09-08|All Things Considered|cl7|S;NPR-14501|2017-12-08|All Things Considered|cl6|S;NPR-48540|2018-03-09|All Things Considered|cl11|S;NPR-47651|2018-04-13|All Things Considered|cl10|S;NPR-7011|2018-08-10|All Things Considered|cl12|S;NPR-2336|2018-11-09|All Things Considered|cl9|S;CNN-359688|2019-01-17|NEWS STREAM|cl2|-;NPR-12610|2019-03-29|All Things Considered|cl5|S;CNN-369598|2019-05-14|CONNECT THE WORLD|cl3|-;NPR-10266|2019-05-31|All Things Considered|cl4|S
C00326,Bill Fletcher,has-page,8,11,1,861,8,2005-09-06,2008-01-15,0.7273,4,7131,1,,,"Mr. BILL FLETCHER (Former President, TransAfrica Forum)",6,FORMER PRESIDENT TRANSAFRICA FORUM / SENIOR SCHOLAR INSTITUTE FOR POLICY STUDIES FORMER PRESIDENT TRANSAFRICA FORUM / FORMER EXECUTIVE AFL CIO TRANSAFRICA FORUM / FORMER PRESIDENT TRANSAFRICA FORUM SENIOR SCHOLAR INSTITUTE FOR POLICY STUDIES,no,1 re-airings collapsed,NPR-46908|2005-09-06|News & Notes|cl6|S;CNN-107147|2006-06-15|LIVE FROM...|cl1|-;CNN-107156|2006-06-15|LOU DOBBS TONIGHT|cl2|-;CNN-107170|2006-06-15|YOUR WORLD TODAY|cl2|-;NPR-2733|2007-01-03|News & Notes|cl4|S;NPR-863|2007-09-04|News & Notes|cl9|S;NPR-6785|2007-10-02|News & Notes|cl7|S;NPR-7249|2007-10-09|News & Notes|cl8|S;NPR-361|2007-10-23|News & Notes|cl5|S;NPR-88|2007-11-13|News & Notes|cl10|S;NPR-12804|2008-01-15|News & Notes|cl3|S
C02510,Walter Mosley,has-page,7,10,0,4532,7,2005-09-21,2018-02-17,0.8,7,6059,1,,,WALTER MOSLEY,4,AUTHOR / AUTHOR EASY RAWLINS SERIES / AUTHOR CINNAMON KISS / AUTHOR LITTLE SCARLET,no,"clean: no staff evidence, full name, no duplicate inflation",CNN-13874|2000-08-14|Morning News|cl1|-;CNN-16842|2000-09-29|Newsroom/World View|cl2|-;NPR-46827|2005-09-21|News & Notes|cl4|S;NPR-474|2007-10-17|News & Notes|cl5|S;NPR-8219|2009-03-20|Day to Day|cl9|-;NPR-5148|2010-07-05|Talk of the Nation|cl7|S;NPR-8755|2013-05-13|Talk of the Nation|cl10|S;NPR-21325|2015-08-13|Morning Edition|cl3|S;NPR-5979|2016-07-28|Morning Edition|cl8|S;NPR-49020|2018-02-17|All Things Considered|cl6|S
C00343,Bob Inglis,has-page,7,16,0,2450,7,2010-07-14,2017-03-29,0.4375,12,6256,1,,,"Representative BOB INGLIS (Republican, South Carolina)",9,REPUBLICAN SOUTH CAROLINA / SOUTH CAROLINA / FORMER U S CONGRESSMAN / FOMER SOUTH CAROLINA CONGRESSMAN,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-4954|2010-07-14|Talk of the Nation|cl16|S;NPR-35092|2010-07-18|All Things Considered|cl14|S;CNN-154006|2010-08-05|RICK'S LIST|cl1|-;CNN-155859|2010-09-21|AMERICAN MORNING|cl2|-;NPR-3400|2010-12-03|Talk of the Nation|cl13|S;NPR-32287|2011-12-24|All Things Considered|cl12|S;NPR-354|2012-01-11|Talk of the Nation|cl15|S;NPR-11797|2015-12-05|Weekend Edition Saturday|cl10|S;CNN-298358|2016-11-16|THE LEAD WITH JAKE TAPPER|cl3|-;NPR-15482|2017-03-29|Morning Edition|cl11|S;CNN-314067|2017-06-09|ERIN BURNETT OUTFRONT|cl4|-;CNN-314103|2017-06-10|CNN NEWSROOM|cl5|-;CNN-315076|2017-06-23|AT THIS HOUR|cl6|-;CNN-315868|2017-07-03|CNN'S AMANPOUR|cl7|-;CNN-321017|2017-09-12|CNN TONIGHT|cl8|-;CNN-371436|2019-06-04|CNN'S AMANPOUR|cl9|-
C00298,Ben Zimmer,has-page,7,13,1,1893,7,2010-12-30,2016-03-06,0.8462,6,6174,1,,,BEN ZIMMER,2,COLUMNIST THE NEW YORK TIMES MAGAZINE / LINGUIST,no,1 re-airings collapsed,NPR-30301|2010-12-30|Morning Edition|cl9|S;NPR-3107|2011-01-13|Talk of the Nation|cl11|S;NPR-1399|2011-09-06|Talk of the Nation|cl3|S;NPR-10776|2012-06-14|Talk of the Nation|cl2|S;NPR-27481|2012-08-24|Morning Edition|cl7|-;NPR-30937|2012-09-02|All Things Considered|cl10|S;NPR-46180|2013-03-03|Weekend Edition Sunday|cl12|S;NPR-28295|2013-10-25|All Things Considered|cl8|-;NPR-23068|2014-11-28|Morning Edition|cl6|-;NPR-22638|2016-03-06|All Things Considered|cl5|S;NPR-19609|2016-04-27|Morning Edition|cl4|-;CNN-303539|2017-01-20|CNN 10|cl1|-;CNN-303558|2017-01-20|CNN TONIGHT|cl1|-
C00695,Douglas Kmiec,has-page,7,18,0,998,7,2005-07-01,2008-03-25,0.4444,10,4185,1,,,Professor DOUGLAS KMIEC (Pepperdine University),11,PEPPERDINE UNIVERSITY / CONSTITUTIONAL LAW PEPPERDINE UNIVERSITY / PROFESSOR OF LAW PEPPERDINE UNIVERSITY / PROFESSOR OF CONSTITUTIONAL LAW PEPPERDINE UNIVERSITY,no,"clean: no staff evidence, full name, no duplicate inflation",CNN-20879|2000-11-30|Morning News|cl5|-;CNN-20979|2000-12-01|Special Event|cl6|-;CNN-21446|2000-12-10|Sunday|cl7|-;CNN-43766|2001-11-15|CNN CROSSFIRE|cl8|-;CNN-44614|2001-11-29|CNN LIVE AT DAYBREAK|cl9|-;CNN-89238|2004-10-26|PAULA ZAHN NOW|cl10|-;NPR-6621|2005-07-01|All Things Considered|cl18|S;NPR-40927|2005-07-04|Morning Edition|cl15|S;NPR-43725|2005-09-05|All Things Considered|cl17|S;NPR-15338|2005-10-17|Day to Day|cl13|-;NPR-39126|2006-03-22|Morning Edition|cl14|S;NPR-13408|2006-05-04|Day to Day|cl12|S;NPR-41840|2006-09-23|All Things Considered|cl16|S;CNN-120279|2007-09-30|CNN NEWSROOM|cl1|-;CNN-120298|2007-10-01|CNN NEWSROOM|cl2|-;CNN-120299|2007-10-01|CNN NEWSROOM|cl3|-;NPR-1224|2008-03-25|Day to Day|cl11|S;CNN-138296|2009-05-16|CNN NEWSROOM|cl4|-
C01679,Matthew Yglesias,has-page,7,8,0,798,7,2017-06-09,2019-08-16,1.0,1,3482,1,,,MATTHEW YGLESIAS,0,,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-18478|2017-05-12|All Things Considered|cl4|-;NPR-17945|2017-06-09|All Things Considered|cl3|S;NPR-13942|2017-12-29|All Things Considered|cl2|S;NPR-13451|2018-01-19|All Things Considered|cl1|S;NPR-47756|2018-04-06|All Things Considered|cl7|S;NPR-46056|2018-06-29|All Things Considered|cl6|S;NPR-391|2019-02-15|All Things Considered|cl5|S;NPR-6447|2019-08-16|All Things Considered|cl8|S
C01715,Meri Nana-Ama Danquah,has-page,7,7,0,547,7,2006-08-28,2008-02-26,1.0,1,3836,1,,,Ms. MERI NANA-AMA DANQUAH (Essayist),3,ESSAYIST / NEW U S CITIZEN / AUTHOR,no,"clean: no staff evidence, full name, no duplicate inflation",NPR-4091|2006-08-28|News & Notes|cl7|S;NPR-2605|2007-01-15|News & Notes|cl6|S;NPR-2271|2007-02-20|News & Notes|cl5|S;NPR-2187|2007-02-27|News & Notes|cl4|S;NPR-2139|2007-03-06|News & Notes|cl3|S;NPR-1289|2007-07-13|News & Notes|cl2|S;NPR-11061|2008-02-26|News & Notes|cl1|S
