normalized_name,clean,staff_evidence,marker,initial_label,label_artifact,n_transcripts,subst_appearances,total_guest_words,first_date,last_date,span_days,n_dates,n_programs,npr_share,wiki_status,generic_name_flag,honorifics,example_transcript_ids
Timothy Garton Ash,True,no,,False,False,10,3,1979,2010-12-01,2020-01-01,3318.0,9,6,0.3,unchecked,0,PROFESSOR,NPR-625;NPR-21614;NPR-30470;CNN-143630;CNN-278650
Anil Dash,True,no,,False,False,4,3,1972,2015-12-19,2016-12-14,361.0,4,2,0.75,unchecked,0,,NPR-22215;NPR-23140;NPR-23316;CNN-300669
Zeynep Tufekci,True,no,,False,False,9,3,1966,2014-07-06,2020-10-02,2280.0,9,5,0.4444444444444444,unchecked,0,DR,NPR-874;NPR-11510;NPR-11607;NPR-21715;CNN-234055
Michael Young,True,no,,False,False,16,3,1961,2000-10-10,2016-12-06,5901.0,9,11,0.3125,unchecked,1,MR,NPR-22624;NPR-41660;NPR-42007;NPR-43987;NPR-45618
David Wallechinsky,True,no,,False,False,11,3,1960,2006-02-16,2016-08-07,3825.0,10,6,0.45454545454545453,unchecked,0,MR,NPR-265;NPR-6325;NPR-14532;NPR-25382;NPR-31099
Caitlin Flanagan,True,no,,False,False,3,3,1948,2015-03-21,2019-09-01,1625.0,3,2,1.0,unchecked,0,,NPR-8954;NPR-24844;NPR-48959
Jennifer Duffy,True,no,,False,False,36,3,1942,2000-12-15,2018-10-08,6506.0,11,14,0.16666666666666666,unchecked,0,MS,NPR-3472;NPR-5396;NPR-21679;NPR-22218;NPR-41753
Greg Wyshynski,True,no,,False,False,4,4,1937,2012-10-18,2019-04-17,2372.0,4,2,1.0,unchecked,0,,NPR-10877;NPR-22953;NPR-30653;NPR-44856
Fred Bergsten,True,no,,False,False,12,3,1932,2005-12-31,2012-06-04,2347.0,5,10,0.3333333333333333,unchecked,0,MR,NPR-31403;NPR-31530;NPR-32520;NPR-43096;CNN-6253
Jim Hobart,True,no,,False,False,6,4,1928,2016-04-20,2017-03-27,341.0,6,2,0.8333333333333334,unchecked,0,,NPR-5664;NPR-15497;NPR-18263;NPR-19555;NPR-19629
Jessica Vaughan,True,no,,False,False,12,4,1920,2016-05-01,2018-06-03,763.0,9,5,0.75,unchecked,0,,NPR-6995;NPR-8105;NPR-11509;NPR-16758;NPR-17516
George Perkovich,True,no,,False,False,10,3,1914,2006-06-08,2013-11-23,2725.0,8,6,0.8,unchecked,0,DR;MR,NPR-12220;NPR-16529;NPR-26488;NPR-31881;NPR-34157
Muhannad Hadi,True,no,,False,False,6,3,1906,2013-04-04,2016-10-31,1306.0,6,4,0.6666666666666666,unchecked,0,,NPR-20391;NPR-23471;NPR-25479;NPR-26275;CNN-244320
Hilda Hutcherson,True,no,,False,False,4,4,1901,2006-02-21,2010-03-12,1480.0,4,2,1.0,unchecked,0,DR,NPR-5145;NPR-35872;NPR-45582;NPR-45642
Asli Aydintasbas,True,no,,False,False,10,3,1897,2009-07-19,2019-07-15,3648.0,7,5,0.5,unchecked,0,MS,NPR-7032;NPR-22632;NPR-24474;NPR-26025;NPR-36596
Matt Tait,True,no,,False,False,6,3,1891,2017-01-03,2018-11-30,696.0,6,3,0.6666666666666666,unchecked,0,,NPR-1827;NPR-14688;NPR-17058;NPR-45663;CNN-302237
Mac Stipanovich,True,no,,False,False,7,3,1889,2015-10-29,2018-04-09,893.0,7,5,0.5714285714285714,unchecked,0,,NPR-18354;NPR-19469;NPR-19900;NPR-47741;CNN-267889
Grayson Schaffer,True,no,,False,False,5,3,1888,2014-04-18,2019-08-15,1945.0,4,4,0.8,unchecked,0,,NPR-9205;NPR-11851;NPR-11975;NPR-27523;CNN-228689
Puneet Ahluwalia,True,no,,False,False,5,4,1888,2016-01-16,2018-03-10,784.0,5,1,1.0,unchecked,0,,NPR-19571;NPR-20048;NPR-22795;NPR-23058;NPR-48459
Jonathan Clements,True,no,,False,False,5,3,1874,2005-08-26,2006-01-06,133.0,3,2,0.6,unchecked,0,MR,NPR-6034;NPR-39735;NPR-40193;CNN-126243;CNN-126252
David Champion,True,no,,False,False,17,3,1872,2005-06-05,2011-05-22,2177.0,7,12,0.29411764705882354,unchecked,0,MR,NPR-19392;NPR-35948;NPR-36029;NPR-48401;NPR-49230
Del Grande,True,no,,False,False,4,3,1859,2007-12-15,2007-12-15,0.0,1,2,0.0,unchecked,0,,CNN-116258;CNN-119227;CNN-122158;CNN-139116
Charles Pelkey,True,no,,False,False,5,3,1858,2005-07-04,2016-04-09,3932.0,5,4,0.8,unchecked,0,MR;REP,NPR-16806;NPR-17855;NPR-43422;NPR-43791;CNN-281027
Jamila Trindle,True,no,,False,False,5,5,1858,2008-05-19,2009-03-03,288.0,5,1,1.0,unchecked,0,,NPR-15;NPR-341;NPR-6818;NPR-10988;NPR-11177
Daoud Kuttab,True,no,,False,False,8,3,1852,2004-11-12,2018-05-15,4932.0,6,6,0.5,unchecked,0,MR,NPR-18674;NPR-25184;NPR-25759;NPR-42218;CNN-69288
Peter Coy,True,no,,False,False,8,3,1846,2000-11-19,2017-06-13,6050.0,4,6,0.375,unchecked,0,MR,NPR-17847;NPR-35374;NPR-42939;CNN-16481;CNN-20211
Aj Willingham,True,no,,False,False,3,3,1843,2017-10-14,2018-04-28,196.0,3,1,1.0,unchecked,0,,NPR-14504;NPR-15070;NPR-46931
Alex Thier,True,no,,False,False,5,3,1843,2009-11-19,2019-08-14,3555.0,5,4,0.8,unchecked,0,MR,NPR-9323;NPR-14208;NPR-28551;NPR-34610;CNN-145262
Christopher Catrambone,True,no,,False,False,3,3,1829,2015-05-06,2017-04-18,713.0,3,1,1.0,unchecked,0,,NPR-15161;NPR-19386;NPR-22036
Howard Somers,True,no,,False,False,8,3,1827,2014-07-10,2019-08-16,1863.0,4,2,0.0,unchecked,0,DR,CNN-231639;CNN-231642;CNN-231647;CNN-231739;CNN-234352
David Taylor,True,no,,False,False,6,3,1823,2006-04-22,2016-06-07,3699.0,4,4,0.6666666666666666,unchecked,1,MR,NPR-7310;NPR-36714;NPR-40493;NPR-42490;CNN-71202
Karen Grigsby-Bates,True,no,,False,False,4,3,1815,2006-12-28,2008-07-30,580.0,4,2,1.0,unchecked,0,,NPR-3927;NPR-34649;NPR-46090;NPR-46456
Cary Leahey,True,no,,False,False,5,3,1781,2008-10-07,2013-03-08,1613.0,5,1,1.0,unchecked,0,DR,NPR-6412;NPR-7704;NPR-29671;NPR-38628;NPR-38678
Claudia Puig,True,no,,False,False,4,4,1763,2017-07-28,2018-12-31,521.0,4,1,1.0,unchecked,0,,NPR-1059;NPR-4236;NPR-14220;NPR-47679
Elvis Mitchell,True,no,,False,False,5,3,1748,2006-07-08,2007-07-28,385.0,3,3,0.6,unchecked,0,,NPR-18165;NPR-18886;NPR-19008;CNN-86471;CNN-86684
David Kushner,True,no,,False,False,5,3,1737,2008-01-13,2009-01-04,357.0,4,2,0.8,unchecked,0,MR,NPR-15647;NPR-15935;NPR-16134;NPR-17118;CNN-70873
Della Femina,True,no,,False,False,6,3,1719,2000-10-30,2006-10-30,2191.0,3,6,0.0,unchecked,0,,CNN-18972;CNN-45824;CNN-49622;CNN-49922;CNN-111615
Todd Whitman,True,no,,False,False,5,3,1706,2016-05-20,2019-08-09,1176.0,5,4,0.0,unchecked,0,,CNN-284591;CNN-320448;CNN-355942;CNN-377001;CNN-377092
Melissa Harris Lacewell,True,no,,False,False,4,3,1702,2006-07-17,2007-02-15,213.0,4,1,1.0,unchecked,0,PROFESSOR,NPR-2311;NPR-3304;NPR-4555;NPR-4643
Eric Copage,True,no,,False,False,4,3,1701,2005-12-26,2006-10-25,303.0,4,1,1.0,unchecked,0,MR,NPR-3447;NPR-3547;NPR-46157;NPR-46230
Najam Sethi,True,no,,False,False,5,3,1701,2007-12-27,2011-06-01,1252.0,4,5,0.8,unchecked,0,MR,NPR-12919;NPR-13482;NPR-29449;NPR-36247;CNN-39805
De Soto,True,no,,False,False,5,3,1699,2010-10-14,2010-10-14,0.0,1,4,0.0,unchecked,0,,CNN-35267;CNN-73096;CNN-108728;CNN-109336;CNN-156927
Carroll Doherty,True,no,,False,False,13,3,1688,2006-10-19,2017-12-22,4082.0,13,7,0.5384615384615384,unchecked,0,,NPR-14148;NPR-19470;NPR-22372;NPR-24195;NPR-24649
Javier Garza,True,no,,False,False,3,3,1679,2016-08-03,2019-08-31,1123.0,3,2,1.0,unchecked,0,,NPR-8535;NPR-11465;NPR-21270
Mike Voisin,True,no,,False,False,4,3,1676,2005-09-25,2007-05-27,609.0,3,2,0.75,unchecked,0,MR,NPR-17912;NPR-19121;NPR-19231;CNN-150490
Karla Holloway,True,no,,False,False,3,3,1672,2005-09-08,2006-06-26,291.0,3,1,1.0,unchecked,0,MS,NPR-4817;NPR-6328;NPR-45685
Van Paasschen,True,no,,False,False,5,3,1667,,,,0,2,0.0,unchecked,0,,CNN-163021;CNN-172577;CNN-172949;CNN-180481;CNN-229209
Thulani Davis,True,no,,False,False,3,3,1661,2006-02-14,2018-08-16,4566.0,3,2,1.0,unchecked,0,MS,NPR-1002;NPR-5001;NPR-45694
Todd Stern,True,no,,False,False,5,3,1634,2009-12-17,2017-05-31,2722.0,4,3,0.6,unchecked,0,MR,NPR-18111;NPR-23347;NPR-36266;CNN-145896;CNN-289722
Celia Beasley,True,no,,False,False,3,3,1602,2005-10-05,2007-01-15,467.0,3,1,1.0,unchecked,0,MS,NPR-15392;NPR-46275;NPR-48884
Van Auken,True,no,,False,False,4,3,1579,,,,0,4,0.0,unchecked,0,,CNN-29841;CNN-37903;CNN-58057;CNN-87274
Paul Barrett,True,no,,False,False,4,3,1576,2013-03-15,2019-09-08,2368.0,3,3,0.75,unchecked,0,,NPR-8840;NPR-24350;NPR-26378;CNN-147412
Tim Storey,True,no,,False,False,5,3,1574,2007-11-10,2016-10-21,3268.0,4,3,0.6,unchecked,0,MR;REVEREND,NPR-18265;NPR-34155;NPR-34456;CNN-121196;CNN-121274
Van Boxmeer,True,no,,False,False,4,3,1566,,,,0,1,0.0,unchecked,0,,CNN-148343;CNN-154837;CNN-171162;CNN-230150
Chad Bown,True,no,,False,False,9,3,1561,2009-01-31,2019-12-06,3961.0,9,3,0.6666666666666666,unchecked,0,DR,NPR-2438;NPR-13315;NPR-20919;NPR-37698;NPR-45953
Hadi Ghaemi,True,no,,False,False,7,3,1556,2009-05-16,2019-12-03,3853.0,5,4,0.5714285714285714,unchecked,0,MR,NPR-2514;NPR-15238;NPR-27233;NPR-34770;CNN-139979
Susan Shirk,True,no,,False,False,3,3,1551,2011-01-11,2019-08-17,3140.0,3,2,1.0,unchecked,0,MS,NPR-3118;NPR-8531;NPR-11209
De Sousa,True,no,,False,False,6,3,1549,2007-11-21,2018-06-27,3871.0,3,5,0.0,unchecked,0,,CNN-96223;CNN-121545;CNN-121547;CNN-151670;CNN-151814
Ryan Mcgee,True,no,,False,False,3,3,1546,2009-07-18,2013-02-25,1318.0,3,1,1.0,unchecked,0,MR,NPR-29757;NPR-35042;NPR-36601
Stefan Kornelius,True,no,,False,False,6,4,1537,2016-03-10,2018-12-31,1026.0,6,3,0.6666666666666666,unchecked,0,,NPR-19855;NPR-21372;NPR-22591;NPR-45561;CNN-353737
Jeremy Roebuck,True,no,,False,False,3,3,1536,2014-08-10,2017-05-22,1016.0,3,1,1.0,unchecked,0,,NPR-18302;NPR-24220;NPR-26528
Kunda Dixit,True,no,,False,False,6,3,1534,2006-02-09,2015-05-16,3383.0,6,5,0.8333333333333334,unchecked,0,MR,NPR-11909;NPR-11928;NPR-14643;NPR-24550;NPR-35437
Doyin Richards,True,no,,False,False,3,3,1530,2016-04-09,2016-11-12,217.0,3,1,1.0,unchecked,0,,NPR-20270;NPR-21009;NPR-22318
Sherif Mansour,True,no,,False,False,6,3,1528,2011-01-31,2018-10-15,2814.0,4,2,0.6666666666666666,unchecked,0,MR,NPR-3315;NPR-28082;NPR-31503;NPR-33889;CNN-212812
Anton La Guardia,True,no,,False,False,4,3,1525,2012-04-23,2017-10-03,1989.0,3,3,0.75,unchecked,0,,NPR-15218;NPR-23817;NPR-31765;CNN-52465
Hadeel Al-Shalchi,True,no,,False,False,3,3,1519,2012-09-12,2012-09-13,1.0,3,2,1.0,unchecked,0,,NPR-27388;NPR-30859;NPR-30862
Don Henry Ford,True,no,,False,False,3,3,1512,2005-05-18,2005-05-20,2.0,3,1,1.0,unchecked,0,MR,NPR-17198;NPR-17201;NPR-17230
De Silvo,True,no,,False,False,3,3,1504,,,,0,1,0.0,unchecked,0,,CNN-39316;CNN-39317;CNN-39325
Joe Wright,True,no,,False,False,5,3,1498,2005-05-04,2015-12-30,3892.0,5,2,0.6,unchecked,0,,NPR-42414;NPR-43269;NPR-44351;CNN-233918;CNN-272517
Wayne Flynt,True,no,,False,False,4,3,1493,2006-03-03,2016-02-20,3641.0,4,3,0.75,unchecked,0,PROFESSOR,NPR-11750;NPR-37577;NPR-42772;CNN-259652
David Henry Sterry,True,no,,False,False,4,3,1485,2010-11-21,2018-07-01,2779.0,4,1,1.0,unchecked,0,MR,NPR-4457;NPR-8091;NPR-13748;NPR-48263
Tim Brookes,True,no,,False,False,4,3,1484,2006-03-05,2007-07-08,490.0,4,1,1.0,unchecked,0,MR,NPR-17902;NPR-18160;NPR-18413;NPR-19041
Jimmy Izrael,True,no,,False,False,3,3,1477,2006-07-10,2007-01-16,190.0,3,2,1.0,unchecked,0,MR,NPR-2556;NPR-3085;NPR-48665
Elissa Ely,True,no,,False,False,4,4,1472,2005-08-11,2006-09-08,393.0,4,1,1.0,unchecked,0,,NPR-41897;NPR-42328;NPR-43008;NPR-43863
Maen Rashid Areikat,True,no,,False,False,11,3,1468,2011-05-22,2017-01-25,2075.0,9,5,0.2727272727272727,unchecked,0,MR,NPR-24850;NPR-26719;NPR-33172;CNN-166595;CNN-172578
Seth Stoughton,True,no,,False,False,9,3,1468,2015-04-08,2020-05-31,1880.0,9,4,0.4444444444444444,unchecked,0,,NPR-9087;NPR-19545;NPR-19955;NPR-21503;CNN-252882
Suzanne Dimaggio,True,no,,False,False,5,3,1467,2010-11-12,2019-02-24,3026.0,5,3,0.8,unchecked,0,,NPR-257;NPR-756;NPR-15895;NPR-48749;CNN-158184
Donna Straus,True,no,,False,False,3,3,1464,,,,0,1,0.0,unchecked,0,,CNN-95290;CNN-103771;CNN-104033
Laura Secorun Palet,True,no,,False,False,3,3,1463,2014-08-16,2014-09-06,21.0,3,1,1.0,unchecked,0,,NPR-26317;NPR-26418;NPR-26463
Issandr El Amrani,True,no,,False,False,6,3,1460,2009-06-03,2014-07-08,1861.0,5,3,0.6666666666666666,unchecked,0,MR,NPR-26849;NPR-29908;NPR-30074;NPR-32778;CNN-161807
Richard Purcell,True,no,,False,False,3,3,1458,2007-01-22,2007-04-03,71.0,3,1,1.0,unchecked,0,,NPR-1889;NPR-2306;NPR-2539
Phil Carter,True,no,,False,False,5,3,1457,2007-03-05,2016-09-14,3481.0,5,3,1.0,unchecked,0,MR,NPR-20858;NPR-23601;NPR-44413;NPR-44758;NPR-45520
Xiao Qiang,True,no,,False,False,5,3,1434,2006-04-20,2019-08-14,4864.0,3,3,0.6,unchecked,0,MR,NPR-9248;NPR-28388;NPR-42482;CNN-17238;CNN-35829
Grant Wahl,True,no,,False,False,9,3,1433,2013-03-27,2018-07-11,1932.0,6,6,0.4444444444444444,unchecked,0,,NPR-4567;NPR-4765;NPR-26295;NPR-46189;CNN-66232
Jonathan Cheng,True,no,,False,False,3,3,1420,2016-10-11,2018-07-03,630.0,3,1,1.0,unchecked,0,,NPR-4753;NPR-18358;NPR-47099
Laurie Roberts,True,no,,False,False,4,3,1414,2018-01-11,2018-08-27,228.0,3,3,0.75,unchecked,0,,NPR-4616;NPR-10992;NPR-13774;CNN-147679
Anika Kentish,True,no,,False,False,3,3,1404,2017-09-09,2017-12-23,105.0,3,1,1.0,unchecked,0,,NPR-7681;NPR-14152;NPR-15788
Gibran Peshimam,True,no,,False,False,3,3,1380,2011-05-03,2016-08-08,1924.0,3,1,1.0,unchecked,0,MR,NPR-6276;NPR-21222;NPR-33260
Jack Marshall,True,no,,False,False,3,3,1366,2017-01-08,2017-12-02,328.0,3,1,1.0,unchecked,0,,NPR-14561;NPR-14760;NPR-19669
Jack Shafer,True,no,,False,False,5,3,1357,2005-09-02,2018-08-16,4731.0,4,3,0.8,unchecked,0,MR,NPR-4992;NPR-15024;NPR-15822;NPR-49000;CNN-85036
Ken Harbaugh,True,no,,False,False,5,3,1356,2005-11-25,2018-03-18,4496.0,5,2,0.8,unchecked,0,,NPR-41294;NPR-41371;NPR-41378;NPR-43292;CNN-335365
Jamie Kitman,True,no,,False,False,3,3,1352,2006-04-25,2009-04-02,1073.0,3,2,1.0,unchecked,0,MR,NPR-13305;NPR-37238;NPR-42469
Chana Joffe,True,no,,False,False,4,3,1339,2008-11-14,2010-11-29,745.0,4,2,1.0,unchecked,0,,NPR-32568;NPR-34284;NPR-35319;NPR-38283
Kara Brown,True,no,,False,False,3,3,1334,2016-01-30,2017-05-27,483.0,3,1,1.0,unchecked,0,,NPR-18171;NPR-22643;NPR-22959
Kareem Fahim,True,no,,False,False,4,3,1319,2013-12-29,2018-10-11,1747.0,4,3,1.0,unchecked,0,,NPR-2253;NPR-24331;NPR-25371;NPR-44686
Shefali Luthra,True,no,,False,False,3,3,1317,2017-02-04,2019-08-03,910.0,3,2,1.0,unchecked,0,,NPR-6345;NPR-6944;NPR-9598
John Carroll,True,no,,False,False,9,3,1316,2002-10-27,2019-10-16,6198.0,8,6,0.6666666666666666,unchecked,0,DR;MAYOR;MR,NPR-17128;NPR-18863;NPR-21738;NPR-36505;NPR-39731
Lisa Clements,True,no,,False,False,11,3,1291,,,,0,5,0.0,unchecked,0,,CNN-203639;CNN-203673;CNN-203677;CNN-203728;CNN-204347
Jessica Silver-Greenberg,True,no,,False,False,3,3,1256,2010-08-17,2014-08-16,1460.0,3,3,1.0,unchecked,0,MS,NPR-12060;NPR-27243;NPR-31111
Nancy Lieberman,True,no,,False,False,3,3,1249,2005-05-10,2007-04-01,691.0,3,3,1.0,unchecked,0,MS,NPR-17435;NPR-18156;NPR-42644
Gideon Long,True,no,,False,False,4,3,1245,2010-06-27,2017-08-04,2595.0,4,2,1.0,unchecked,0,,NPR-14048;NPR-14065;NPR-35135;NPR-35221
Ina Fried,True,no,,False,False,4,3,1237,2010-07-30,2018-03-21,2791.0,4,3,1.0,unchecked,0,MR,NPR-11326;NPR-30777;NPR-31210;NPR-46331
Caryle Murphy,True,no,,False,False,3,3,1233,2005-05-02,2008-09-24,1241.0,3,2,1.0,unchecked,0,MS,NPR-10404;NPR-17474;NPR-39703
Siddhartha Mitter,True,no,,False,False,3,3,1233,2005-05-24,2005-08-23,91.0,3,1,1.0,unchecked,0,,NPR-47156;NPR-47846;NPR-47922
Brian Reed,True,no,,False,False,3,3,1219,2010-07-30,2011-06-30,335.0,3,2,1.0,unchecked,1,,NPR-29293;NPR-34997;NPR-35003
Tricia Lammers,True,no,,False,False,4,3,1175,2014-11-14,2014-11-16,2.0,3,3,0.0,unchecked,0,,CNN-208963;CNN-243223;CNN-243329;CNN-243372
Jenee Darden,True,no,,False,False,3,3,1143,2006-10-09,2007-10-10,366.0,3,1,1.0,unchecked,0,,NPR-509;NPR-3298;NPR-3646
Yo Yo Ma,True,no,,False,False,4,3,1134,,,,0,3,0.0,unchecked,0,,CNN-25049;CNN-25050;CNN-36967;CNN-36969
Ann Dornfeld,True,no,,False,False,3,3,1065,2006-11-02,2008-06-09,585.0,3,2,1.0,unchecked,0,,NPR-34931;NPR-36483;NPR-46972
Deirdre Kennedy,True,no,,False,False,3,3,1054,2006-12-06,2008-04-14,495.0,3,2,1.0,unchecked,0,,NPR-35264;NPR-35324;NPR-41583
Ron Christie,True,no,,False,False,70,23,17653,2006-10-26,2017-07-29,3929.0,49,11,0.35714285714285715,has-page(v1),0,MR,NPR-31;NPR-1078;NPR-1389;NPR-1542;NPR-1813
Farhad Manjoo,True,no,,False,False,18,11,17330,2009-10-08,2019-08-24,3607.0,14,8,0.6111111111111112,has-page(v1),0,MR,NPR-628;NPR-4097;NPR-4161;NPR-8792;NPR-11130
Ron Walters,True,no,,False,False,48,28,16276,2005-05-12,2007-12-14,946.0,38,9,0.7916666666666666,has-page(v1),0,DR;MR;PROF;PROFESSOR,NPR-1850;NPR-1946;NPR-2143;NPR-2321;NPR-2469
Shibley Telhami,True,no,,False,False,80,12,15898,2000-10-10,2018-12-15,6640.0,31,37,0.2375,has-page(v1),0,DR;PROF;PROFESSOR,NPR-1694;NPR-2126;NPR-2385;NPR-2916;NPR-9664
Amy Dickinson,True,no,,False,False,20,12,15716,2006-11-09,2013-01-20,2264.0,16,8,0.75,has-page(v1),0,MS,NPR-704;NPR-3235;NPR-3836;NPR-6097;NPR-16208
Jeffrey Rosen,True,no,,False,False,39,12,15491,2005-07-01,2020-10-22,5592.0,33,13,0.3333333333333333,has-page(v1),0,MR;PROFESSOR,NPR-2676;NPR-4504;NPR-4847;NPR-6621;NPR-9259
Van Praagh,True,no,,False,False,8,8,14878,2007-11-16,2007-11-24,8.0,2,4,0.0,has-page(v1),0,,CNN-7456;CNN-53108;CNN-65293;CNN-121421;CNN-121616
John Nagl,True,no,,False,False,39,15,13594,2006-12-05,2018-04-17,4151.0,26,11,0.5128205128205128,has-page(v1),0,COLONEL;DR;LIEUTENANT COLONEL;LT;MR,NPR-526;NPR-2754;NPR-3339;NPR-3764;NPR-4624
Lawrence Krauss,True,no,,False,False,13,6,13581,2010-11-05,2013-03-29,875.0,8,5,0.5384615384615384,has-page(v1),0,DR;PROFESSOR,NPR-230;NPR-2300;NPR-2410;NPR-3784;NPR-9115
Thomas Pickering,True,no,,False,False,66,6,12730,2008-04-19,2019-12-31,4273.0,50,26,0.10606060606060606,has-page(v1),0,AMB;AMBASSADOR;DR;MR,NPR-6745;NPR-9669;NPR-11525;NPR-12175;NPR-16922
Vin Weber,True,no,,False,False,67,9,12670,2000-10-21,2016-03-19,5628.0,28,30,0.23880597014925373,has-page(v1),0,MR,NPR-8117;NPR-10074;NPR-10664;NPR-12512;NPR-30124
Joseph Watkins,True,no,,False,False,36,22,12615,2005-07-28,2007-04-05,616.0,36,1,1.0,has-page(v1),0,MR;REV;REVEREND,NPR-1850;NPR-1885;NPR-2027;NPR-2281;NPR-2321
Dennis Ross,True,no,,False,False,86,10,12571,2000-10-15,2019-09-17,6911.0,38,42,0.1511627906976744,has-page(v1),1,AMB;AMBASSADOR;CONGRESSMAN;MR;REP;REPRESENTATIVE,NPR-2356;NPR-10814;NPR-12676;NPR-14511;NPR-18707
Sydney Spiesel,True,no,,False,False,27,27,12484,2005-12-22,2009-02-05,1141.0,27,1,1.0,has-page(v1),0,DR,NPR-101;NPR-636;NPR-8830;NPR-13303;NPR-13382
James Murdoch,True,no,,False,False,29,3,12474,2011-11-10,2011-11-10,0.0,4,11,0.034482758620689655,has-page(v1),0,,NPR-32382;CNN-168685;CNN-168687;CNN-168695;CNN-168704
Robert Kagan,True,no,,False,False,22,6,12091,2001-10-30,2018-09-27,6176.0,12,11,0.4090909090909091,has-page(v1),0,MR,NPR-847;NPR-6187;NPR-7107;NPR-13858;NPR-17472
Karim Sadjadpour,True,no,,False,False,97,12,11909,2006-04-13,2020-01-19,5029.0,45,26,0.15463917525773196,has-page(v1),0,MR,NPR-5230;NPR-7370;NPR-8861;NPR-9470;NPR-9821
David Ignatius,True,no,,False,False,43,11,11765,2005-12-13,2019-10-09,5048.0,29,15,0.2558139534883721,has-page(v1),0,MR,NPR-2668;NPR-6187;NPR-8157;NPR-11555;NPR-11960
Kenneth Feinberg,True,no,,False,False,77,6,11630,2001-11-27,2017-09-03,5759.0,36,25,0.11688311688311688,has-page(v1),0,MR,NPR-2193;NPR-4528;NPR-5280;NPR-8670;NPR-20865
Robert Malley,True,no,,False,False,45,9,11467,2003-11-17,2020-01-06,5894.0,31,18,0.4222222222222222,has-page(v1),0,MR,NPR-2949;NPR-6209;NPR-6303;NPR-12675;NPR-18585
Martin Indyk,True,no,,False,False,99,8,11435,2001-12-21,2020-09-02,6830.0,46,39,0.16161616161616163,has-page(v1),0,AMB;MR,NPR-6209;NPR-10004;NPR-13493;NPR-13960;NPR-17950
Michael Gerson,True,no,,False,False,45,6,11282,2006-11-03,2017-02-28,3770.0,23,17,0.2222222222222222,has-page(v1),0,MR,NPR-614;NPR-1519;NPR-3256;NPR-12432;NPR-12912
Von Essen,True,no,,False,False,23,10,11067,2016-09-11,2020-07-12,1400.0,3,14,0.0,has-page(v1),0,,CNN-11812;CNN-27634;CNN-32861;CNN-39286;CNN-39335
Howard Markel,True,no,,False,False,23,16,10901,2010-02-16,2020-04-28,3724.0,22,5,0.6956521739130435,has-page(v1),0,DR;PROFESSOR,NPR-601;NPR-1095;NPR-1245;NPR-1472;NPR-1872
Paul Offit,True,no,,False,False,77,3,10809,2002-12-13,2020-10-21,6522.0,74,14,0.03896103896103896,has-page(v1),0,DR,NPR-3117;NPR-14098;NPR-36028;CNN-64205;CNN-125103
Randy Cohen,True,no,,False,False,33,20,10505,2005-05-01,2007-04-29,728.0,28,5,0.7878787878787878,has-page(v1),0,MR,NPR-5156;NPR-41204;NPR-41439;NPR-41571;NPR-41732
Van Dyke,True,no,,False,False,17,7,10474,2000-12-25,2018-10-06,6494.0,9,9,0.0,has-page(v1),0,,CNN-16351;CNN-22390;CNN-61236;CNN-70239;CNN-72676
Marc Abrahams,True,no,,False,False,9,8,10377,2010-11-26,2013-01-25,791.0,9,2,1.0,has-page(v1),0,MR,NPR-706;NPR-3516;NPR-6491;NPR-7105;NPR-10507
Neal Katyal,True,no,,False,False,78,4,10312,2000-11-20,2020-09-23,7247.0,67,27,0.08974358974358974,has-page(v1),0,MR;PROF;PROFESSOR,NPR-2325;NPR-12649;NPR-12823;NPR-29410;NPR-33428
Ahmed Rashid,True,no,,False,False,43,9,10060,2001-11-13,2018-04-22,6004.0,20,25,0.32558139534883723,has-page(v1),0,MR,NPR-6132;NPR-7503;NPR-15918;NPR-16171;NPR-18202
Peter Singer,True,no,,False,False,51,5,9992,2001-10-29,2018-03-01,5967.0,21,30,0.11764705882352941,has-page(v1),0,MR;PROFESSOR,NPR-9487;NPR-13033;NPR-14534;NPR-31482;NPR-42789
Marc Fisher,True,no,,False,False,39,4,9885,2002-10-12,2019-11-12,6240.0,38,12,0.1282051282051282,has-page(v1),0,MR,NPR-8799;NPR-12141;NPR-15505;NPR-15507;NPR-16685
Vander Plaats,True,no,,False,False,27,9,9564,2011-12-16,2019-07-17,2770.0,26,8,0.0,has-page(v1),0,,CNN-177823;CNN-178031;CNN-179389;CNN-260142;CNN-271072
Bill Rhoden,True,no,,False,False,17,15,9478,2005-05-12,2008-11-27,1295.0,15,3,0.8823529411764706,has-page(v1),0,MR,NPR-6192;NPR-7348;NPR-9371;NPR-9989;NPR-10403
Dave Zirin,True,no,,False,False,30,11,9464,2007-01-29,2020-08-13,4945.0,20,10,0.36666666666666664,has-page(v1),0,MR,NPR-1625;NPR-6223;NPR-6986;NPR-9068;NPR-15792
Steve Coll,True,no,,False,False,42,9,9389,2009-12-29,2018-02-15,2970.0,16,20,0.30952380952380953,has-page(v1),0,MR,NPR-17517;NPR-19945;NPR-19952;NPR-20630;NPR-24703
Snoop Dogg,True,no,,False,False,52,3,9384,2004-11-16,2020-04-18,5632.0,22,20,0.057692307692307696,has-page(v1),0,,NPR-18542;NPR-46410;NPR-47148;CNN-2312;CNN-8574
Jonathan Capehart,True,no,,False,False,29,12,9297,2007-10-14,2019-09-20,4359.0,18,10,0.4482758620689655,has-page(v1),0,,NPR-1175;NPR-7165;NPR-8495;NPR-8778;NPR-9983
